Id,Neighborhood,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,GarageArea,LotArea,SaleType,SalePrice
955,Suburbs,4,7,1973,TA,923.5663214827997,1735.7331883717268,4,2,3,1077.0,8035.273679607497,WD,238633
956,Suburbs,9,1,1928,Gd,1296.8249527346952,1756.4960693315552,3,2,2,547.0,6390.107217763064,WD,232949
957,Waterfront,6,6,1979,Gd,1293.467902162804,635.6882779013058,3,3,2,649.0,2534.6027355009865,WD,87456
958,Rural,6,3,1940,TA,553.1303754521417,1657.5375099420867,3,2,1,264.0,10057.48029370663,WD,157560
959,Waterfront,4,5,1990,Gd,1960.3116268159235,1761.5962422661155,3,2,1,,7912.338248365838,WD,415490
960,Downtown,4,4,2002,TA,754.5892543376095,2889.482403847434,4,2,2,609.0,6951.688527338025,WD,481000
961,Waterfront,2,2,2014,TA,1616.9235684140872,2009.6813209205109,4,2,1,356.0,7905.754936984655,New,505300
962,Suburbs,3,8,1952,Ex,935.7709890259383,2416.2265254316444,4,1,2,403.0,10521.143419162303,WD,321190
963,Suburbs,10,9,1947,TA,1463.526251361739,851.7744495793333,2,2,2,459.0,14467.047747374925,WD,135364
964,Suburbs,3,8,1969,TA,1021.5262382036445,2131.449750162268,3,1,1,244.0,2847.1103033014806,WD,275231
965,Suburbs,4,6,1940,Gd,422.68636889250195,2119.0631816979617,4,2,3,875.0,9278.577949026461,New,343152
966,Suburbs,8,5,1974,TA,1427.671071540687,1967.401364406503,4,2,0,0.0,6585.0655761776015,New,247266
967,Downtown,5,2,1957,Fa,1589.3549689282816,2410.7606035185086,4,4,3,1067.0,12290.26693668944,WD,336557
968,Suburbs,6,6,1922,TA,997.1525088900892,1468.3224408839621,4,1,2,729.0,4054.932313418372,WD,176872
969,Downtown,6,5,2004,TA,1343.186110866808,2177.2054470261537,2,2,3,767.0,8292.916413292573,WD,394318
970,Suburbs,1,2,1930,Ex,722.821416337802,1725.6102767343045,4,1,2,507.0,7531.13377672531,WD,256513
971,Suburbs,8,4,2022,Gd,1025.2096474015261,2766.2504046347085,1,3,2,667.0,4642.935879315767,WD,352627
972,Waterfront,10,6,1972,TA,1443.5269119393286,1439.9633644960686,3,2,2,738.0,6050.277189432885,WD,273803
973,Suburbs,1,3,2010,Gd,1152.9000252457417,2223.3832300195263,4,3,1,391.0,7080.056903040022,WD,317371
974,Suburbs,8,1,1954,TA,1204.7736622928214,2420.607457178674,4,1,1,260.0,8453.639991470265,WD,299636
975,Downtown,3,1,2004,TA,1410.7321278515342,1051.8691401817055,4,2,2,636.0,1000.0,New,217338
976,Rural,1,4,1950,Gd,1674.8476228528693,1544.3691200066996,4,2,2,,7153.086952984216,WD,161837
977,Suburbs,6,8,1927,TA,1452.6565963109333,1389.0961194536544,2,2,2,757.0,10291.6660869418,WD,175484
978,Historic,6,9,1951,TA,1132.6962526266175,2731.8288121284686,2,3,1,342.0,11977.992868118547,WD,384070
979,Historic,2,8,1942,Gd,,936.1696301503224,2,2,1,274.0,8949.7673917346,WD,72604
980,Suburbs,5,6,2020,Gd,1076.8230623331037,1453.352700132852,3,2,2,698.0,9640.275119494818,WD,227843
981,Waterfront,5,2,1922,Gd,486.43193259302654,1426.3703763062756,3,2,2,558.0,4208.32625622932,WD,303125
982,Downtown,8,7,1929,Fa,1107.1816516145836,904.6255289898891,3,2,2,796.0,6984.173642467546,COD,182411
983,Waterfront,7,1,1976,TA,542.0584982631271,2198.1646609170184,3,2,1,260.0,4268.983557269776,WD,451538
984,Suburbs,3,2,1942,TA,850.3755243332955,945.2261882714831,4,2,2,392.0,7440.944277534398,WD,156037
985,Downtown,4,5,1958,Gd,1300.0880133012606,2109.496109756439,2,3,2,673.0,14887.00322569528,WD,335632
986,Suburbs,6,1,1988,TA,842.5783455153426,2409.1475479730702,2,2,2,491.0,12384.99611924049,WD,303646
987,Suburbs,7,2,1962,TA,1563.5836715652704,1077.2813437887667,3,3,2,671.0,10375.272820574126,WD,150435
988,Rural,5,9,1959,TA,983.856668726776,973.0267807007344,2,2,2,,8953.778764293194,WD,119612
989,Waterfront,6,4,1986,TA,1481.660137127807,2849.871901227974,2,2,3,1191.0,7246.182330848331,WD,577750
990,Suburbs,8,2,1957,Gd,889.4972927966749,2831.1961257171274,5,2,1,355.0,9954.923308996053,WD,379313
991,Suburbs,1,6,1968,TA,957.0207591378932,1282.5453624504316,3,2,2,663.0,6193.350694824472,WD,175658
992,Suburbs,1,6,1963,Gd,1461.3379994048219,1123.5906744794524,2,1,2,643.0,14497.226789835433,WD,157296
993,Rural,2,5,1923,Fa,929.1485335809062,1362.6467541691234,2,2,2,422.0,10491.000802180512,COD,134181
994,Rural,10,8,1975,Gd,1149.8516339596663,2054.1106425416688,4,2,2,424.0,10908.049591917581,WD,194156
995,Downtown,6,2,1930,Gd,830.0167997058757,1253.9970335110966,3,3,2,394.0,6520.36953877474,WD,249015
996,Suburbs,1,1,1930,TA,82.43290275513675,1276.55062728041,3,2,2,696.0,6617.608136359568,WD,184435
997,Suburbs,4,8,1978,Gd,761.2064799300578,2279.960793557815,4,2,1,337.0,5781.79862281163,WD,301878
998,Rural,7,2,1967,Fa,1584.860189004458,1126.5537466507733,4,2,2,741.0,4251.344058388113,WD,121608
999,Suburbs,2,7,1938,TA,1134.198792860088,2050.8068436814765,3,3,1,323.0,12174.090523741794,WD,292017
1000,Historic,5,1,1923,Gd,1357.4694733029962,1586.1366779023474,5,2,2,534.0,10052.367483868082,WD,321317
1001,Rural,5,8,2015,TA,1371.8998721579958,2380.2887956979193,3,2,2,756.0,6759.315344451308,WD,231195
1002,Rural,4,5,1950,Ex,1311.658585894205,3716.5049214520577,3,3,1,316.0,6191.174052605533,WD,344417
1003,Suburbs,9,4,1955,Ex,1638.0855904503176,840.6208248104632,4,2,2,381.0,12385.450001470885,WD,140319
1004,Waterfront,10,5,1970,Gd,872.6146390807268,1395.170637733679,4,2,1,378.0,9557.478871176958,WD,309220
1005,Suburbs,6,6,2001,Gd,1594.082676318774,1514.9302757387543,3,2,0,0.0,6732.594081030966,New,212595
1006,Downtown,8,6,1969,TA,1268.319259016042,1480.788463493622,4,1,2,693.0,11486.521418528899,WD,243059
1007,Downtown,7,3,1974,Gd,1178.1877511758537,1917.4234912284517,4,1,1,384.0,13710.612202510716,WD,324659
1008,Suburbs,10,9,2016,TA,177.6126886640625,2224.5258451054083,1,2,1,268.0,6266.478427755419,WD,268528
1009,Suburbs,9,3,1922,TA,1160.7108667873927,1480.6150283653424,2,2,3,1097.0,6746.109452349086,New,187454
1010,Suburbs,1,6,1989,Gd,1367.042325750451,1790.2233409130256,2,2,2,771.0,7333.645684389938,WD,226203
1011,Suburbs,8,7,1929,Fa,1093.1435846808404,1552.432969948517,4,2,1,,8891.141858172034,WD,207047
1012,Suburbs,9,9,2002,TA,1500.2006266553076,920.6707304434665,5,2,3,1023.0,7895.794307154752,New,209943
1013,Downtown,4,1,1920,Ex,1518.204663776095,1024.5877044600988,4,1,2,517.0,3620.81706856415,New,150621
1014,Waterfront,7,7,1964,TA,888.5260352585627,2113.4071796776348,3,2,2,509.0,5254.036286733158,WD,436671
1015,Historic,1,1,2018,TA,1043.7635491692322,3097.307835347633,4,3,1,378.0,8382.13679624772,WD,432439
1016,Suburbs,4,1,1996,TA,893.825827588013,1721.3877854939515,2,1,1,,12528.532974533031,WD,296135
1017,Suburbs,8,5,1971,TA,831.3100662322213,1487.038472810471,4,2,1,189.0,8643.909114299813,WD,223849
1018,Downtown,10,4,1952,Fa,1039.7581962738816,1361.0406125951026,2,2,1,321.0,10782.451185294403,New,163845
1019,Historic,2,9,2003,Gd,1093.7968310697029,3148.6010798618227,1,1,1,254.0,9025.782282930613,WD,446402
1020,Suburbs,4,4,1992,Gd,163.8302392951715,1748.926178077423,2,1,2,681.0,7519.293553431849,WD,287650
1021,Waterfront,1,4,1993,Gd,984.2680914591655,803.8928226912044,5,2,3,1198.0,5373.664720364546,WD,213509
1022,Downtown,8,4,2017,Gd,1161.9920220283796,2012.9830477270425,4,1,2,455.0,9124.351218538126,WD,379345
1023,Historic,6,4,2002,TA,1051.8931282182637,1859.3973252639498,3,2,1,250.0,11695.310714223462,WD,264445
1024,Rural,7,9,1934,Ex,971.7452167209126,2719.6731017569205,5,2,2,622.0,4199.691216726978,WD,261679
1025,Suburbs,4,2,2021,Gd,595.6335084807627,1617.6577633931072,3,2,2,653.0,9715.800807803429,WD,240499
1026,Waterfront,6,8,2020,Fa,477.4824426791113,1541.053096517926,1,2,1,399.0,6328.250523393785,WD,356873
1027,Suburbs,6,4,1943,TA,,979.5462712913044,3,3,2,,9057.009605091302,WD,116970
1028,Suburbs,8,5,2020,Gd,275.0738268335125,1264.6777797620175,4,3,2,456.0,5777.325636476379,COD,230972
1029,Waterfront,6,9,1981,TA,982.7474525898289,939.1784869689781,3,1,2,749.0,8435.646087606918,WD,265752
1030,Historic,6,1,2004,Gd,663.2680420628324,1710.6548272085709,3,2,1,,5160.206402048709,WD,269998
1031,Downtown,1,1,1952,TA,1080.6686468064956,2331.1397261945913,4,2,2,633.0,10909.93110985324,WD,401951
1032,Downtown,1,2,2014,Gd,,1077.0263546931224,4,2,2,741.0,8166.0628205651365,WD,223658
1033,Historic,1,6,1982,TA,222.07303079396286,2951.1340226201214,3,2,2,394.0,13366.465505439337,WD,471497
1034,Historic,3,2,1941,TA,607.4759514238607,2931.2179501691494,2,2,2,560.0,8915.455163272081,WD,364412
1035,Rural,2,8,1946,TA,1074.5366477975497,2701.4716560934758,4,2,2,751.0,5003.437540445006,COD,254160
1036,Suburbs,8,8,1938,Fa,,1428.4049508852554,3,1,2,396.0,3232.1510200329158,WD,182440
1037,Suburbs,1,4,1930,TA,890.660517930866,986.9814104854172,5,2,2,612.0,12261.904329834526,WD,149508
1038,Suburbs,9,3,1932,Gd,1100.673150211886,1799.2541115035665,3,1,2,497.0,6206.500302211002,WD,206256
1039,Historic,4,5,1990,TA,926.6399891136665,2709.775641610421,3,1,1,305.0,5041.587931523562,WD,381973
1040,Rural,8,6,2010,Ex,913.5603758940517,2968.2595167349964,4,2,1,201.0,12033.308470629065,WD,303725
1041,Historic,4,9,1943,TA,675.5092161309785,2716.4440955608598,3,3,1,299.0,6695.131420880047,WD,368572
1042,Historic,6,7,1965,Gd,987.3329342319788,3149.7588286653363,3,2,0,0.0,10738.20845343914,WD,398722
1043,Rural,7,3,1944,Gd,754.7801877092713,2584.3641534914927,4,2,2,388.0,9058.153522200524,WD,250037
1044,Suburbs,9,9,2006,TA,1551.0040697220722,1277.0351049606381,2,2,1,231.0,2254.7394240378626,WD,164986
1045,Suburbs,5,6,1970,Ex,729.9212822952388,2832.6143232460067,2,3,0,0.0,9920.744727435596,COD,346092
1046,Rural,3,2,1982,TA,1070.4673863797007,972.5269356462946,3,3,2,569.0,5081.674169772604,WD,127453
1047,Suburbs,9,2,1956,Gd,573.4822929734555,2707.1328957687033,4,3,2,485.0,4300.120050018297,WD,322329
1048,Suburbs,10,5,1941,TA,920.2169391166054,1476.357676342693,4,3,1,294.0,1350.0133195433664,WD,199399
1049,Suburbs,6,2,1941,Gd,,2026.1360424827824,2,2,3,912.0,4533.849330036448,WD,243430
1050,Downtown,4,1,1922,TA,772.0859422934366,1101.8176024147378,2,2,1,182.0,6927.970904625015,WD,159041
1051,Suburbs,10,8,1994,Fa,1390.0934708382856,2037.5702095214706,4,2,2,743.0,8238.004324166004,WD,348327
1052,Historic,6,6,1972,TA,981.8901722890836,2468.7437258739005,5,3,2,425.0,8452.083176996193,WD,358725
1053,Suburbs,6,2,1943,Gd,1331.4325549381788,2048.9604690712335,3,1,2,731.0,10649.151713901221,WD,255087
1054,Suburbs,6,9,2008,TA,915.6753214543869,2252.4053987277885,4,2,2,599.0,2896.6824757852446,WD,328572
1055,Historic,3,9,2001,TA,1293.914635748254,2193.6366851702555,4,2,2,461.0,1756.7368802765468,WD,370781
1056,Suburbs,9,8,1969,Fa,,1748.1957220879021,3,3,1,,15445.720138424265,WD,247828
1057,Waterfront,5,7,1967,Gd,1285.0781380030678,1991.1131864009642,3,2,3,966.0,7828.819028558056,WD,509322
1058,Suburbs,2,1,1970,Fa,1380.3553166321758,981.1039231927472,3,2,2,647.0,9603.171234038335,WD,121544
1059,Suburbs,4,9,1947,TA,1195.1703621860024,2372.75426142729,4,1,2,497.0,3682.6595060777063,WD,307397
1060,Rural,6,3,1958,Gd,828.8422971171749,1970.218347944035,3,2,0,0.0,10045.566649676011,WD,175869
1061,Suburbs,7,3,1993,TA,433.5610750041567,1539.8255164046136,3,1,2,596.0,11145.24613326548,WD,234356
1062,Suburbs,2,2,2017,TA,695.4919698078081,1061.9440728610393,2,2,2,523.0,2271.774625486395,WD,144928
1063,Suburbs,9,6,2009,Ex,1156.6520895361011,1662.0499146092545,2,3,1,260.0,9464.439159690588,WD,249011
1064,Waterfront,2,9,2019,Gd,1445.045475990373,750.7007188085183,4,2,1,366.0,9410.318429001052,COD,213703
1065,Rural,5,8,2007,TA,1195.6888803996335,1694.488349987659,3,2,2,784.0,1000.0,WD,184967
1066,Historic,8,3,1939,Gd,875.3520046458231,2534.406708247976,2,3,2,572.0,8547.279100887712,New,324719
1067,Historic,7,4,2016,TA,829.5348272115037,2056.4151620813427,3,2,2,740.0,6042.55408723801,WD,349499
1068,Suburbs,2,8,1955,TA,1013.9072051006027,1031.5329217949516,4,2,2,712.0,9382.122818879425,WD,167160
1069,Suburbs,9,3,1942,Gd,1242.782801936941,2081.64793455967,3,3,1,287.0,10095.80466114467,WD,228792
1070,Suburbs,6,4,1944,Gd,1014.3023703435758,1797.437097956145,4,2,2,651.0,9406.16445754663,WD,253527
1071,Historic,1,9,1927,Fa,800.0095454612801,1683.4338564765812,3,3,1,194.0,7080.07174387604,WD,236567
1072,Downtown,2,9,1973,Ex,,1291.629669006439,2,2,2,643.0,6701.016798718417,WD,246134
1073,Suburbs,2,9,1925,Gd,713.582260520162,1545.5040966017427,3,2,2,467.0,8634.978312147858,WD,205625
1074,Waterfront,6,7,2015,Fa,721.9544757567296,1613.0579403881886,2,1,2,773.0,7224.207180024271,WD,390737
1075,Suburbs,10,2,1976,Gd,974.3054748632019,1625.6321540986878,3,2,2,654.0,3563.7886504944145,WD,221274
1076,Waterfront,6,5,1991,Gd,676.3453507431079,1889.3862040166962,3,2,3,950.0,8582.240032301663,WD,400334
1077,Rural,6,7,1952,TA,776.1119505003294,3092.1639057498915,2,3,1,379.0,7452.512997670296,WD,275043
1078,Waterfront,1,4,1985,Fa,,2671.473119886066,2,1,3,1033.0,7447.703395717384,WD,620604
1079,Suburbs,6,9,1975,Gd,1234.7689855062754,1905.2169867835642,5,2,1,272.0,6928.9564334238785,WD,293695
1080,Downtown,8,8,1986,TA,1678.5472688175987,2396.6482805879255,6,2,2,707.0,7405.898369422281,WD,385504
1081,Rural,4,8,1921,TA,1136.2436570896657,1398.2295467738502,3,3,2,770.0,6047.454530404021,WD,109498
1082,Suburbs,8,9,1993,TA,437.0876063788287,970.6834008027517,2,3,2,775.0,10570.435308137501,WD,131710
1083,Historic,3,9,1988,Fa,383.7191335707263,3113.9704094227186,2,2,2,470.0,6691.834738369084,WD,405705
1084,Downtown,6,2,1965,TA,1050.7310578500765,1730.7973216773987,2,1,2,601.0,8240.044004265346,COD,370328
1085,Rural,9,5,1952,Gd,980.7194989748245,2258.3122173383535,2,2,0,0.0,5878.443883678978,WD,209570
1086,Suburbs,1,1,1966,Gd,899.9691780220154,1764.7036926327764,2,2,0,0.0,4716.024348043065,WD,233267
1087,Suburbs,4,5,1977,Fa,527.7121287543591,2487.542110357935,3,3,0,0.0,7658.546658989795,WD,333062
1088,Downtown,2,8,2005,TA,615.4393856835766,3405.4738853965264,4,2,3,1049.0,10029.51635394721,WD,547406
1089,Historic,10,7,1987,TA,1430.216579154143,1325.914310771398,2,2,2,559.0,11110.293865252703,WD,160737
1090,Historic,8,8,1938,Gd,,2244.347577861197,3,1,2,731.0,10145.80756547959,WD,349378
1091,Suburbs,5,8,1993,Gd,1105.899729219512,1539.52134787839,2,2,1,345.0,5166.509292746917,WD,191604
1092,Downtown,5,5,1922,Ex,1249.3736006987756,1804.235071505377,4,1,3,838.0,8166.483653499742,WD,339876
1093,Suburbs,4,6,1927,TA,541.1501309379196,981.7367534994727,3,2,1,384.0,7748.29454813832,WD,77524
1094,Suburbs,6,2,2001,Ex,1126.6197746074388,1662.2191735547242,4,2,2,522.0,10182.281238395659,WD,234056
1095,Downtown,8,4,1921,Gd,740.1405263950878,1448.9797269441283,4,3,1,267.0,9527.112202595437,WD,218872
1096,Waterfront,10,3,2022,Gd,1497.8301428313143,2656.6491287979825,3,2,2,693.0,6123.805648846259,WD,599419
1097,Downtown,3,5,1993,TA,1193.4780255580758,1447.0459154745663,3,2,1,238.0,9043.093816901153,WD,227307
1098,Historic,5,5,2003,Gd,380.91974799891716,1775.8913468564688,3,2,2,701.0,9713.90112539551,WD,285375
1099,Rural,10,9,2013,Fa,511.2677741334666,2526.1106908467223,6,3,2,,8986.28551849497,WD,272212
1100,Downtown,9,7,1926,TA,,2368.9014964574444,5,2,3,1018.0,7890.295817988864,New,456699
1101,Suburbs,6,1,2008,Gd,636.6012800143781,2747.6563082628654,5,1,2,525.0,6029.213648097407,WD,404400
1102,Historic,4,7,1933,Fa,1446.4203719798775,2487.7004596162246,3,1,2,567.0,6794.1337526848765,WD,403385
1103,Rural,9,1,1993,Ex,258.24976391417897,2107.7256965571523,6,3,1,302.0,14493.001618025104,WD,236343
1104,Suburbs,3,9,1933,Gd,971.9439404768082,1734.2937006645723,1,2,1,208.0,4447.430106944747,WD,217312
1105,Historic,1,7,1952,Gd,365.8891306801769,1665.8088077364844,5,3,2,523.0,13645.961388348785,WD,239268
1106,Downtown,9,8,1992,TA,848.7358794340836,1832.7193758967128,2,3,1,216.0,13623.605144559144,WD,304108
1107,Suburbs,4,9,1938,Gd,503.74554065670776,1156.4119647836665,5,2,1,241.0,4098.7269562935535,WD,160735
1108,Waterfront,3,2,2021,TA,971.9614585920993,1527.7867081583888,3,3,0,0.0,6133.0391010534,WD,415974
1109,Historic,5,4,1940,Ex,634.1082068776528,2063.8011367929007,3,1,2,385.0,7076.736926498621,WD,291125
1110,Waterfront,2,7,1973,Fa,722.8275004510097,741.4721973137644,5,2,2,604.0,6153.323675349336,WD,280577
1111,Rural,4,9,1979,TA,1425.5190258460586,593.7469020807916,6,2,0,0.0,6182.557319284554,WD,50000
1112,Downtown,1,7,1950,Gd,820.733611012784,400.0,2,1,1,327.0,10090.505247854371,WD,62855
1113,Suburbs,2,2,1922,Gd,0.0,850.2979949861685,4,1,2,784.0,8767.29593619759,COD,128850
1114,Suburbs,8,2,1987,Gd,933.452624042099,1582.2353914448458,4,2,2,562.0,9650.070022802096,WD,240826
1115,Waterfront,8,9,1951,Gd,1565.5935302975931,1689.5436991899974,4,2,1,291.0,7538.717130127466,WD,361410
1116,Rural,9,6,1966,TA,1143.8564047233672,1143.8326991733338,3,2,2,413.0,7329.931168199855,COD,157083
1117,Waterfront,3,6,1970,Gd,1369.4414708806178,1161.151902674776,2,2,1,380.0,5753.1550374811895,WD,271797
1118,Suburbs,3,3,1996,Ex,755.6408279607931,1029.385762523731,3,2,1,,9437.80638617363,WD,153058
1119,Downtown,7,6,2001,Gd,1254.7313095928048,1955.809197011286,4,3,2,379.0,11057.09788287629,WD,362472
1120,Rural,3,3,1993,TA,816.6723411596347,1578.3422766626159,5,1,2,593.0,4557.599639407694,WD,170515
1121,Rural,8,4,1936,Ex,1127.7510808433663,1910.3385721510044,3,1,2,732.0,10356.559722994478,WD,182594
1122,Suburbs,2,5,1943,TA,1468.924856744496,1561.112891044762,5,2,2,620.0,8823.531893737723,New,223810
1123,Waterfront,5,1,2002,TA,570.0421690030961,1485.7500431298606,4,2,2,623.0,4529.989789932151,WD,385456
1124,Historic,4,3,1971,TA,281.11604599255975,1891.3066995351078,2,1,2,369.0,3671.427152889194,WD,209794
1125,Rural,4,3,1982,Gd,831.6314294652475,1994.615388634343,3,2,3,1181.0,7170.198558265951,WD,222534
1126,Suburbs,2,2,1952,Gd,1131.6726102918572,2656.613505462899,4,2,2,,6449.449631337133,WD,339107
1127,Suburbs,1,5,1925,Gd,1658.8778180471104,2243.1862334792077,3,3,1,211.0,11128.07404218312,WD,297641
1128,Suburbs,5,7,1973,TA,1035.0480542716166,2929.804745663273,4,2,2,422.0,6825.553983048588,WD,415533
1129,Waterfront,3,2,1971,Ex,1250.6095866922462,1238.6028098538256,4,3,2,654.0,6374.148860989848,WD,301454
1130,Rural,3,1,2017,Gd,725.5321789144695,1065.1706162896476,6,2,2,550.0,6673.577635718807,WD,110514
1131,Rural,4,2,1959,Fa,736.7306751857942,1450.2345810529011,5,2,0,0.0,7294.735187158654,WD,141636
1132,Suburbs,5,5,1968,TA,1138.6380071649246,2290.9483482816163,3,3,2,398.0,8837.86300811604,WD,274976
1133,Suburbs,8,6,1955,Gd,,1349.8562976628118,4,1,1,274.0,11197.230805557512,WD,183868
1134,Historic,5,8,1938,Gd,1009.6392541260751,2609.4490213511663,3,2,1,355.0,4300.490805048459,WD,360345
1135,Suburbs,8,9,1955,Ex,,946.9518934979787,4,1,2,423.0,9189.185633785193,WD,146309
1136,Suburbs,2,5,1920,TA,727.2711814942511,1018.1592699688339,2,4,2,410.0,3985.5841075716985,WD,124246
1137,Historic,4,4,1962,Gd,774.2664026303755,1846.5536417871076,4,2,2,568.0,11137.11870292158,WD,284915
1138,Historic,8,2,1996,Gd,1448.3827494663265,3165.0219297805297,6,1,0,0.0,3335.1874921930075,WD,454205
1139,Downtown,2,9,1944,Fa,417.8120539107707,2191.5935350971645,3,2,1,293.0,11672.097813365863,COD,371128
1140,Historic,10,3,1995,Gd,695.055093135676,2227.916395545738,5,3,2,,10830.503068164364,WD,378910
1141,Rural,1,1,1948,Gd,904.3130352809003,1187.070863250968,4,1,2,752.0,5646.151331256206,WD,119705
1142,Suburbs,7,9,2010,TA,1043.5485518657904,1537.5352405706342,1,2,2,533.0,6397.519897627766,WD,174030
1143,Waterfront,1,2,2009,TA,964.0375835531843,2054.347777485987,2,2,2,375.0,2312.297095039542,WD,511916
1144,Suburbs,8,8,1991,TA,1316.2691069229622,580.5017891159689,3,4,0,0.0,2716.9507583242785,WD,94668
1145,Suburbs,7,4,1943,Fa,,1626.2997427983692,3,2,2,,7101.573513751595,WD,197298
1146,Rural,10,8,1939,Fa,577.1918984851045,2766.4003674147634,3,2,2,753.0,8574.375428975278,WD,234632
1147,Waterfront,4,9,1966,Gd,1109.0428711897994,2657.6568778912206,3,2,1,337.0,11120.11794948917,WD,532560
1148,Suburbs,10,3,2003,Gd,731.2913544243293,3305.3599702474394,3,1,1,305.0,7154.328809753691,WD,427009
1149,Suburbs,4,5,1984,Ex,1371.5096343605464,1584.935234656869,2,2,2,669.0,7595.254518539744,WD,227789
1150,Rural,8,8,2007,Gd,1736.5243196909844,793.7010821221866,2,2,1,217.0,4228.749132831178,WD,108344
1151,Historic,10,8,1976,TA,977.6708234386341,1526.021885295591,3,2,2,492.0,7559.098684071591,COD,232363
1152,Downtown,4,4,1943,Gd,1401.4683278188515,1899.6674400761744,4,2,1,354.0,8290.96328632644,New,277779
1153,Downtown,9,2,2006,TA,613.0744655662991,2397.2574454364444,3,2,0,0.0,9762.23192294451,New,390516
1154,Suburbs,4,6,1980,TA,,1951.0659950038867,2,2,3,741.0,7859.0139290412,WD,263676
1155,Suburbs,6,6,2017,Gd,1689.9566500391934,2137.529978600335,3,2,2,779.0,10817.338498068133,WD,315030
1156,Suburbs,7,7,1992,Gd,947.640662892383,1536.5310699513218,3,2,2,629.0,8064.087410575596,New,213377
1157,Suburbs,7,5,2015,TA,1268.2810818077226,1569.7388328331633,3,3,1,341.0,7594.352581550304,New,230999
1158,Historic,5,1,1979,Gd,501.26005028131215,1294.9268249080903,3,3,2,534.0,10398.803842269188,WD,187364
1159,Suburbs,7,1,1922,TA,751.980189999398,890.9484949261462,3,2,2,405.0,10420.340438246567,WD,138511
1160,Downtown,8,1,2021,Gd,,1481.6993191086617,4,2,3,990.0,7033.547921785887,WD,317102
1161,Suburbs,10,4,2016,TA,1949.3651236790415,2061.9966277725152,4,1,2,547.0,13403.869945540919,WD,318839
1162,Downtown,10,7,1996,Gd,272.2162607725744,2214.729956173781,5,3,2,423.0,8786.188655076186,WD,384739
1163,Waterfront,4,8,2021,Gd,1077.545878218579,2064.826007674943,3,1,2,754.0,8340.195791909493,COD,478363
1164,Suburbs,4,1,1928,Gd,1505.4197894253862,1932.7533879885523,3,2,2,471.0,7058.220870615067,WD,248209
1165,Waterfront,2,5,1920,TA,1732.0503835357993,1507.8807453882084,4,3,2,513.0,9343.02992669958,WD,317661
1166,Rural,2,5,1932,Gd,919.9005942748345,2856.4592559869643,4,2,1,226.0,10614.420382314702,WD,240133
1167,Suburbs,10,7,2020,Fa,,1916.1292402054098,3,2,1,266.0,8280.155233224812,WD,219672
1168,Downtown,8,1,1940,Ex,1296.1738010833105,1670.1357829685946,4,2,2,629.0,8653.16210686882,WD,268136
1169,Downtown,9,8,1994,Ex,1710.7179330047459,2334.179714086573,4,2,2,451.0,4646.2161644127245,WD,367649
1170,Suburbs,10,4,1956,Gd,920.9052210847431,2880.4696949912895,5,3,1,259.0,5487.854320593273,New,341655
1171,Suburbs,9,8,1996,TA,1039.11557870072,2393.792156438289,3,3,3,549.0,5685.304060175237,WD,337563
1172,Suburbs,3,8,1953,Gd,752.4087115714229,2370.8079153118088,5,3,2,,8741.377009738128,WD,374268
1173,Historic,1,2,1984,Gd,882.2260282285903,1581.4145347007086,3,2,2,759.0,4604.52888834568,COD,218264
1174,Downtown,10,4,1972,Gd,879.9037083408554,2955.2235523086442,4,1,2,640.0,1966.630539298455,WD,523463
1175,Rural,2,3,1988,TA,674.1972263981842,2777.47050883884,3,2,2,582.0,3807.781796356894,WD,265980
1176,Suburbs,8,2,1938,Gd,1718.6725606564278,1911.0080991681734,5,2,2,587.0,9598.24732580732,WD,284260
1177,Suburbs,3,4,2004,TA,1025.325195514103,1820.165649378012,1,2,2,643.0,13027.94397984817,WD,214203
1178,Rural,2,4,2015,Fa,807.8894549975274,2346.277562325671,3,1,0,0.0,10846.854332551584,COD,252443
1179,Downtown,4,5,1978,Ex,839.6971906771878,1851.249879774545,2,3,2,375.0,4754.451422130025,WD,291520
1180,Suburbs,5,4,1924,TA,381.1911468962006,3164.32926839439,3,3,2,540.0,5429.090046779902,WD,428671
1181,Suburbs,2,7,1923,Gd,1244.554018938462,2781.99444498043,3,2,0,0.0,6110.434886828254,WD,329049
1182,Suburbs,3,1,1983,Ex,654.4479292236759,1509.361755358932,5,3,2,,3355.8911114921357,WD,215016
1183,Suburbs,6,1,2017,Gd,754.8604576045499,1673.6863117897774,4,1,0,,7390.600398084163,WD,191056
1184,Suburbs,1,3,1982,TA,1454.9848851595266,995.8567496061744,3,3,2,415.0,9366.275014656709,WD,179068
1185,Waterfront,2,6,1985,Gd,785.3917171032956,2948.1088654201712,4,2,2,480.0,5044.738737651493,New,642474
1186,Downtown,7,6,1978,Gd,1183.9225755780062,2288.550961234721,2,2,1,321.0,4407.5641122048655,WD,340597
1187,Waterfront,2,5,1987,Gd,,801.3472617263537,4,3,1,185.0,10335.540996231986,WD,149090
1188,Waterfront,5,6,1942,Ex,796.3557646133194,1486.3281016076412,3,2,3,639.0,5279.738006521251,WD,350648
1189,Historic,4,6,1998,Ex,748.2123333113865,810.581176221103,5,3,3,613.0,5624.663815681053,COD,187765
1190,Suburbs,1,9,1954,TA,926.9435827451223,1961.6580627538006,5,2,2,,1000.0,WD,245185
